train_loss,val_loss
0.10224627364501071,0.2016628007723522
0.0984728843235034,0.19770371899731032
0.09735713212851917,0.21694995700454894
0.09653413293151562,0.21411489558278005
0.09580509538913444,0.23425189115779863
0.09518684963184645,0.23114022789385405
0.09441250644691698,0.270743365270565
0.09333224912740094,0.24742608979735212
0.09235291322991523,0.23337506566879335
0.09113391253792082,0.28504899445291904
0.08763028387647624,0.26446216545579915
0.08734650164737025,0.2600590398934393
0.08720741357327279,0.2586900914761613
0.08708683358723626,0.2555297972704942
0.08698885822163739,0.2546092794345038
0.08689529351479117,0.25257397513185076
0.0868197711688379,0.2502856076413849
0.08671122181048531,0.2507942018922078
0.08628636312166135,0.255314179692078
0.08623400326710265,0.25573028913602613
0.08622103272387231,0.2550974788483685
0.0862098711540046,0.2571552934898957
0.08620233398529259,0.25660220159727226
0.08619123463506337,0.25527060946776775
0.08618061901669742,0.2550995933350971
0.08617046679210653,0.25496997923766496
0.08616293923195203,0.25514993464241154
0.08615063454020958,0.2550654016797484
0.0861463772307423,0.2545549354370983
0.08613690413161809,0.25603008110464903
0.08612723589818988,0.2551759241322111
0.08611954857245814,0.2551147764168506
0.08611314973877385,0.25413148575016736
0.08610170592573352,0.25601987364921297
0.08609284764386425,0.2545152795285986
0.0860850006756115,0.2552260813754027
0.0860747517441742,0.2556508048737416
0.08606559967222885,0.25366735048008254
0.08605390026431901,0.2549005105270583
0.08604800580709564,0.2545201052360419
0.08603749311824456,0.2543824749756741
0.08602717713871401,0.2545587619479567
0.08601841006451415,0.2546727416240565
0.08600879688827343,0.254904968345694
0.08600093117166573,0.2544506379240578
0.08599184815696378,0.2550692398667965
0.08598689886992428,0.2554727785057948
0.08597631899132845,0.2551235292931518
0.08596989616930384,0.2549755068333278
0.0859592288833025,0.25416710994646813
0.08595068586739918,0.25393892536403995
0.0859398276746178,0.2542036186547356
0.08593592394459582,0.25529176170759366
0.08592677402424939,0.2557200100325572
0.08591656423014986,0.25356057520704295
0.08590788548165545,0.2542395531604757
0.08590044600426139,0.25394299514821056
0.08589368158191091,0.2554533507717928
0.08588232611771779,0.25436441602143034
0.08587206622024732,0.2544671835231783
0.08586134743291211,0.25421689986379303
0.08585414821694577,0.2555270970825924
0.08584972559120482,0.2540357903633
0.08583856264724853,0.25513168778427703
0.08583312092057027,0.253436074798194
0.08582423084224687,0.2540098417581158
0.08581578469035547,0.25353776346946577
0.0858034731391592,0.25485264960823323
0.08579649640153857,0.25356902899194017
0.08578889491155717,0.2541514302125306
0.0857803978813917,0.25470546556129636
0.08577319026435325,0.2531972409074098
0.08576572117000762,0.2544593114903205
0.08575649008860455,0.2554655646805608
0.08574750798896667,0.2544713957896863
0.08574323677478998,0.25530250676515
0.08573193664837242,0.2547680851408386
0.08572693043516,0.25482610112037024
0.08571561307474854,0.25417137121395744
0.08570973043695802,0.254148824435196
0.08569625941369596,0.25382838308555616
0.08569258946145317,0.2545471763435461
0.08568100859919967,0.25340854834107307
0.08567542911371477,0.2550245325023714
0.0856655354306852,0.25377426393555774
0.08565621367460506,0.2546160007712997
0.08564779159909597,0.25569790684803617
0.08563877763062681,0.2529454407798934
0.08563072261746378,0.25478570271281226
0.08561854749550216,0.2545227330889025
0.08561056335017496,0.25612802170061794
0.08560413013869958,0.2548803730986581
0.08559384511782367,0.2547123179274147
0.08559075066919858,0.25457707607140867
0.08558072362385973,0.25415133130144496
0.08556892788245238,0.2554792399775349
0.08556178873327587,0.25436686828816096
0.08555476658098368,0.254427216586712
0.08554852945016678,0.2547898271688583
0.08554028198802363,0.25378591235916986
0.08553331345888594,0.2550772053612875
0.08552281925148425,0.2527183574236974
0.08551501091759224,0.254155658039556
0.08550929817553034,0.2539760344702859
0.0854971121217741,0.2553920404407746
0.08549203972608542,0.2553596438247723
0.08548240288669523,0.2558390063362032
0.08547440032524985,0.2546056197041356
0.08546766017072883,0.25454021423492007
0.08545689662132314,0.25367018464493396
0.08545316305234082,0.2543570826713264
0.08544022483928959,0.253826488365927
0.08543416456440996,0.2550485660405746
0.08542444238563147,0.25492970732685966
0.0854189721389713,0.25411094485923663
0.08541184005879544,0.25381268498506704
0.08540252085412314,0.2527952802454582
0.0853947222684147,0.2537318644610099
0.0853833090859293,0.254358008831244
0.08537672834886843,0.25352134881299626
0.08537137000519748,0.2546832030462036
0.08536298987006258,0.2538688102423913
0.08535318511226869,0.254794872214025
0.08534845865628153,0.25406123133872766
0.08533806773368702,0.25430100326930416
0.08533386060809114,0.25520900964633897
0.08532187903078643,0.25432505470229183
0.085320665470189,0.254450363195736
0.0853068170485026,0.2561718253180377
0.08530528085506961,0.25465776866357653
0.0852972701748855,0.2553387291427652
0.08528664056665548,0.2543709842332876
0.08527661894792257,0.2549423854084252
0.08527474557159423,0.2532808985233978
0.08526669336667128,0.2552112548387682
0.08525767140445888,0.25605992239121944
0.08524734924007527,0.25564656884827147
0.08524010171023567,0.256648885538863
0.08523460565289953,0.255551909276366
0.0852234591652975,0.2532412852258906
0.08521936049879664,0.25506990479004565
0.08520486594833242,0.25556632854034267
0.085204748479596,0.25518743192502785
0.08519575496373863,0.25500196861638186
0.08518891627785927,0.25417089198503057
0.08517833536260452,0.2547824793384198
0.08517667023725344,0.25530566525727694
0.08516555122896663,0.2542084062378964
0.08515552453723942,0.25448814730793995
0.08514867293868524,0.2544846830319225
0.08514115956652163,0.2550925988932635
0.08513294155668762,0.2548754543906481
0.08512703792702273,0.25457223465709744
0.08511559239785305,0.2553924013041701
0.08511116176660405,0.2557315688096542
0.08510102304279815,0.25460982413354205
0.0850950634419337,0.254552045470911
0.08508846173458878,0.254896391866528
0.08508244544401075,0.25339904065390684
0.08507232804963817,0.2539723007123344
0.0850623603415214,0.25459232881264376
0.08505860427035451,0.25533827044483326
0.08504909382228054,0.25420166665212784
0.08504099601492345,0.2535681018474984
0.08503668386871842,0.25311181541483746
0.08502722968149268,0.25436668429419573
0.08502184784620978,0.2547617424582147
0.08501264223915192,0.2555461601385142
0.08500375237173283,0.2554433185395884
0.08499710710508393,0.2546905194490362
0.08499189567354876,0.2547426190164681
0.08498968467435211,0.2551621490042508
0.08497825037993115,0.2552675607932461
0.08497235899211107,0.2548268175089223
0.08496413786553449,0.2542787285168624
0.08495543516800194,0.2553009053017696
0.08495160309228977,0.2550488719127597
0.08494000482698279,0.2551417724866979
0.08493468078292955,0.25480245950276553
0.08492829640009084,0.25517949362192105
0.084922432268292,0.25382093582516474
0.08491450113454421,0.254809250115036
0.08490957033369448,0.2537185886425419
0.08490285309336268,0.2542869788331483
0.0848977137687585,0.2539471289154149
0.08488842513939401,0.25512895347421477
0.08487750943248039,0.25426468343050507
0.08487746230256292,0.2535490800681678
0.08486828375910953,0.255033381803501
0.08486197816616223,0.2546725905788892
0.0848562718976863,0.254627964281455
0.08484714790727978,0.25489739715488213
0.08484301231265738,0.2553844575892597
0.08483086719151126,0.25608476996550267
0.08482998611535966,0.2537315486430724
0.08481889002701516,0.2544665759544246
0.08480965364628566,0.2543611733667708
0.0848062621692078,0.2542919958010941
0.0848028453159108,0.252997669067114
0.08479645178803864,0.25405632212700596
